Num,Minute,DateType,Unnamed: 0,0
82.0,50.0,2.0,,
74.0,51.0,2.0,,
74.0,52.0,2.0,,
75.0,53.0,2.0,,
71.0,54.0,2.0,,
80.0,55.0,2.0,,
94.0,56.0,2.0,,
68.0,57.0,2.0,,
77.0,58.0,2.0,,
61.0,59.0,2.0,,
53.0,60.0,2.0,,
64.0,61.0,2.0,,
85.0,62.0,2.0,,
81.0,63.0,2.0,,
96.0,64.0,2.0,,
93.0,65.0,2.0,,
97.0,66.0,2.0,,
93.0,67.0,2.0,,
144.0,68.0,2.0,,
187.0,69.0,2.0,,
269.0,70.0,2.0,,
349.0,71.0,2.0,,
324.0,72.0,2.0,,
286.0,73.0,2.0,,
265.0,74.0,2.0,,
218.0,75.0,2.0,,
168.0,76.0,2.0,,
147.0,77.0,2.0,,
150.0,78.0,2.0,,
103.0,79.0,2.0,,
116.0,80.0,2.0,,
126.0,81.0,2.0,,
145.0,82.0,2.0,,
111.0,83.0,2.0,,
114.0,84.0,2.0,,
108.0,85.0,2.0,,
104.0,86.0,2.0,,
93.0,87.0,2.0,,
78.0,88.0,2.0,,
64.0,89.0,2.0,,
50.0,90.0,2.0,,
41.0,91.0,2.0,,
14.0,92.0,2.0,,
10.0,93.0,2.0,,
6.0,94.0,2.0,,
2.0,95.0,2.0,,
2.0,0.0,2.0,,
1.0,1.0,2.0,,
1.0,2.0,2.0,,
3.0,3.0,2.0,,
3.0,4.0,2.0,,
1.0,5.0,2.0,,
1.0,6.0,2.0,,
1.0,7.0,2.0,,
0.0,8.0,2.0,,
1.0,9.0,2.0,,
0.0,10.0,2.0,,
0.0,11.0,2.0,,
0.0,12.0,2.0,,
0.0,13.0,2.0,,
0.0,14.0,2.0,,
0.0,15.0,2.0,,
0.0,16.0,2.0,,
0.0,17.0,2.0,,
1.0,18.0,2.0,,
2.0,19.0,2.0,,
1.0,20.0,2.0,,
0.0,21.0,2.0,,
0.0,22.0,2.0,,
6.0,23.0,2.0,,
7.0,24.0,2.0,,
18.0,25.0,2.0,,
37.0,26.0,2.0,,
42.0,27.0,2.0,,
83.0,28.0,2.0,,
127.0,29.0,2.0,,
237.0,30.0,2.0,,
397.0,31.0,2.0,,
557.0,32.0,2.0,,
605.0,33.0,2.0,,
654.0,34.0,2.0,,
376.0,35.0,2.0,,
243.0,36.0,2.0,,
156.0,37.0,2.0,,
112.0,38.0,2.0,,
89.0,39.0,2.0,,
97.0,40.0,2.0,,
88.0,41.0,2.0,,
69.0,42.0,2.0,,
65.0,43.0,2.0,,
50.0,44.0,2.0,,
41.0,45.0,2.0,,
57.0,46.0,2.0,,
56.0,47.0,2.0,,
80.0,48.0,2.0,,
98.0,49.0,2.0,,
95.0,50.0,2.0,,
79.0,51.0,2.0,,
69.0,52.0,2.0,,
63.0,53.0,2.0,,
69.0,54.0,2.0,,
82.0,55.0,2.0,,
67.0,56.0,2.0,,
59.0,57.0,2.0,,
74.0,58.0,2.0,,
63.0,59.0,2.0,,
68.0,60.0,2.0,,
72.0,61.0,2.0,,
72.0,62.0,2.0,,
114.0,63.0,2.0,,
87.0,64.0,2.0,,
89.0,65.0,2.0,,
117.0,66.0,2.0,,
116.0,67.0,2.0,,
154.0,68.0,2.0,,
216.0,69.0,2.0,,
240.0,70.0,2.0,,
296.0,71.0,2.0,,
361.0,72.0,2.0,,
347.0,73.0,2.0,,
253.0,74.0,2.0,,
213.0,75.0,2.0,,
184.0,76.0,2.0,,
146.0,77.0,2.0,,
135.0,78.0,2.0,,
103.0,79.0,2.0,,
112.0,80.0,2.0,,
104.0,81.0,2.0,,
147.0,82.0,2.0,,
118.0,83.0,2.0,,
129.0,84.0,2.0,,
103.0,85.0,2.0,,
121.0,86.0,2.0,,
97.0,87.0,2.0,,
78.0,88.0,2.0,,
70.0,89.0,2.0,,
55.0,90.0,2.0,,
42.0,91.0,2.0,,
17.0,92.0,2.0,,
9.0,93.0,2.0,,
7.0,94.0,2.0,,
5.0,95.0,2.0,,
2.0,0.0,1.0,,
0.0,1.0,1.0,,
7.0,2.0,1.0,,
7.0,3.0,1.0,,
5.0,4.0,1.0,,
3.0,5.0,1.0,,
2.0,6.0,1.0,,
1.0,7.0,1.0,,
0.0,8.0,1.0,,
0.0,9.0,1.0,,
2.0,10.0,1.0,,
0.0,11.0,1.0,,
1.0,12.0,1.0,,
0.0,13.0,1.0,,
0.0,14.0,1.0,,
0.0,15.0,1.0,,
0.0,16.0,1.0,,
1.0,17.0,1.0,,
1.0,18.0,1.0,,
2.0,19.0,1.0,,
0.0,20.0,1.0,,
0.0,21.0,1.0,,
1.0,22.0,1.0,,
0.0,23.0,1.0,,
13.0,24.0,1.0,,
16.0,25.0,1.0,,
28.0,26.0,1.0,,
48.0,27.0,1.0,,
65.0,28.0,1.0,,
141.0,29.0,1.0,,
206.0,30.0,1.0,,
413.0,31.0,1.0,,
537.0,32.0,1.0,,
562.0,33.0,1.0,,
647.0,34.0,1.0,,
361.0,35.0,1.0,,
