Num,Hour,Date,DateType
491,7,2020/5/26,1
864,8,2020/5/26,1
384,9,2020/5/26,1
233,10,2020/5/26,1
245,11,2020/5/26,1
272,12,2020/5/26,1
282,13,2020/5/26,1
291,14,2020/5/26,1
288,15,2020/5/26,1
345,16,2020/5/26,1
565,17,2020/5/26,1
694,18,2020/5/26,1
359,19,2020/5/26,1
258,20,2020/5/26,1
269,21,2020/5/26,1
141,22,2020/5/26,1
8,23,2020/5/26,1
104,6,2020/5/27,1
507,7,2020/5/27,1
870,8,2020/5/27,1
358,9,2020/5/27,1
259,10,2020/5/27,1
245,11,2020/5/27,1
284,12,2020/5/27,1
319,13,2020/5/27,1
295,14,2020/5/27,1
292,15,2020/5/27,1
301,16,2020/5/27,1
546,17,2020/5/27,1
703,18,2020/5/27,1
403,19,2020/5/27,1
257,20,2020/5/27,1
246,21,2020/5/27,1
133,22,2020/5/27,1
4,23,2020/5/27,1
97,6,2020/5/28,1
543,7,2020/5/28,1
849,8,2020/5/28,1
380,9,2020/5/28,1
250,10,2020/5/28,1
251,11,2020/5/28,1
259,12,2020/5/28,1
299,13,2020/5/28,1
301,14,2020/5/28,1
286,15,2020/5/28,1
345,16,2020/5/28,1
572,17,2020/5/28,1
726,18,2020/5/28,1
333,19,2020/5/28,1
283,20,2020/5/28,1
249,21,2020/5/28,1
112,22,2020/5/28,1
6,23,2020/5/28,1
99,6,2020/5/29,1
527,7,2020/5/29,1
909,8,2020/5/29,1
387,9,2020/5/29,1
289,10,2020/5/29,1
280,11,2020/5/29,1
319,12,2020/5/29,1
354,13,2020/5/29,1
299,14,2020/5/29,1
306,15,2020/5/29,1
394,16,2020/5/29,1
600,17,2020/5/29,1
778,18,2020/5/29,1
390,19,2020/5/29,1
326,20,2020/5/29,1
309,21,2020/5/29,1
158,22,2020/5/29,1
7,23,2020/5/29,1
76,6,2020/5/30,2
247,7,2020/5/30,2
449,8,2020/5/30,2
322,9,2020/5/30,2
293,10,2020/5/30,2
310,11,2020/5/30,2
290,12,2020/5/30,2
333,13,2020/5/30,2
311,14,2020/5/30,2
283,15,2020/5/30,2
348,16,2020/5/30,2
425,17,2020/5/30,2
501,18,2020/5/30,2
338,19,2020/5/30,2
310,20,2020/5/30,2
281,21,2020/5/30,2
155,22,2020/5/30,2
2,23,2020/5/30,2
68,6,2020/5/31,2
179,7,2020/5/31,2
297,8,2020/5/31,2
277,9,2020/5/31,2
246,10,2020/5/31,2
264,11,2020/5/31,2
280,12,2020/5/31,2
363,13,2020/5/31,2
358,14,2020/5/31,2
370,15,2020/5/31,2
353,16,2020/5/31,2
386,17,2020/5/31,2
410,18,2020/5/31,2
303,19,2020/5/31,2
269,20,2020/5/31,2
260,21,2020/5/31,2
117,22,2020/5/31,2
8,23,2020/5/31,2
128,6,2020/6/1,1
595,7,2020/6/1,1
941,8,2020/6/1,1
397,9,2020/6/1,1
279,10,2020/6/1,1
278,11,2020/6/1,1
326,12,2020/6/1,1
322,13,2020/6/1,1
333,14,2020/6/1,1
338,15,2020/6/1,1
362,16,2020/6/1,1
600,17,2020/6/1,1
752,18,2020/6/1,1
447,19,2020/6/1,1
317,20,2020/6/1,1
282,21,2020/6/1,1
132,22,2020/6/1,1
3,23,2020/6/1,1
94,6,2020/6/2,1
508,7,2020/6/2,1
897,8,2020/6/2,1
369,9,2020/6/2,1
229,10,2020/6/2,1
222,11,2020/6/2,1
235,12,2020/6/2,1
272,13,2020/6/2,1
272,14,2020/6/2,1
245,15,2020/6/2,1
290,16,2020/6/2,1
530,17,2020/6/2,1
677,18,2020/6/2,1
325,19,2020/6/2,1
277,20,2020/6/2,1
226,21,2020/6/2,1
91,22,2020/6/2,1
1,23,2020/6/2,1
103,6,2020/6/3,1
605,7,2020/6/3,1
860,8,2020/6/3,1
384,9,2020/6/3,1
272,10,2020/6/3,1
270,11,2020/6/3,1
313,12,2020/6/3,1
283,13,2020/6/3,1
314,14,2020/6/3,1
298,15,2020/6/3,1
332,16,2020/6/3,1
559,17,2020/6/3,1
764,18,2020/6/3,1
401,19,2020/6/3,1
299,20,2020/6/3,1
238,21,2020/6/3,1
127,22,2020/6/3,1
6,23,2020/6/3,1
99,6,2020/6/4,1
554,7,2020/6/4,1
929,8,2020/6/4,1
384,9,2020/6/4,1
267,10,2020/6/4,1
274,11,2020/6/4,1
276,12,2020/6/4,1
288,13,2020/6/4,1
284,14,2020/6/4,1
291,15,2020/6/4,1
324,16,2020/6/4,1
566,17,2020/6/4,1
798,18,2020/6/4,1
370,19,2020/6/4,1
317,20,2020/6/4,1
257,21,2020/6/4,1
154,22,2020/6/4,1
6,23,2020/6/4,1
94,6,2020/6/5,1
558,7,2020/6/5,1
885,8,2020/6/5,1
391,9,2020/6/5,1
249,10,2020/6/5,1
231,11,2020/6/5,1
240,12,2020/6/5,1
258,13,2020/6/5,1
274,14,2020/6/5,1
361,15,2020/6/5,1
343,16,2020/6/5,1
534,17,2020/6/5,1
749,18,2020/6/5,1
378,19,2020/6/5,1
330,20,2020/6/5,1
312,21,2020/6/5,1
150,22,2020/6/5,1
9,23,2020/6/5,1
79,6,2020/6/6,2
266,7,2020/6/6,2
449,8,2020/6/6,2
366,9,2020/6/6,2
356,10,2020/6/6,2
308,11,2020/6/6,2
325,12,2020/6/6,2
389,13,2020/6/6,2
373,14,2020/6/6,2
352,15,2020/6/6,2
374,16,2020/6/6,2
468,17,2020/6/6,2
546,18,2020/6/6,2
341,19,2020/6/6,2
334,20,2020/6/6,2
298,21,2020/6/6,2
149,22,2020/6/6,2
0,23,2020/6/6,2
85,6,2020/6/7,2
214,7,2020/6/7,2
282,8,2020/6/7,2
270,9,2020/6/7,2
219,10,2020/6/7,2
236,11,2020/6/7,2
283,12,2020/6/7,2
307,13,2020/6/7,2
348,14,2020/6/7,2
322,15,2020/6/7,2
340,16,2020/6/7,2
452,17,2020/6/7,2
402,18,2020/6/7,2
307,19,2020/6/7,2
224,20,2020/6/7,2
238,21,2020/6/7,2
92,22,2020/6/7,2
5,23,2020/6/7,2
99,6,2020/6/8,1
547,7,2020/6/8,1
927,8,2020/6/8,1
366,9,2020/6/8,1
284,10,2020/6/8,1
244,11,2020/6/8,1
306,12,2020/6/8,1
304,13,2020/6/8,1
292,14,2020/6/8,1
314,15,2020/6/8,1
335,16,2020/6/8,1
579,17,2020/6/8,1
744,18,2020/6/8,1
408,19,2020/6/8,1
288,20,2020/6/8,1
211,21,2020/6/8,1
106,22,2020/6/8,1
4,23,2020/6/8,1
106,6,2020/6/9,1
543,7,2020/6/9,1
890,8,2020/6/9,1
394,9,2020/6/9,1
248,10,2020/6/9,1
247,11,2020/6/9,1
295,12,2020/6/9,1
319,13,2020/6/9,1
294,14,2020/6/9,1
302,15,2020/6/9,1
370,16,2020/6/9,1
627,17,2020/6/9,1
777,18,2020/6/9,1
378,19,2020/6/9,1
299,20,2020/6/9,1
247,21,2020/6/9,1
124,22,2020/6/9,1
2,23,2020/6/9,1
114,6,2020/6/10,1
567,7,2020/6/10,1
928,8,2020/6/10,1
369,9,2020/6/10,1
268,10,2020/6/10,1
246,11,2020/6/10,1
247,12,2020/6/10,1
297,13,2020/6/10,1
295,14,2020/6/10,1
295,15,2020/6/10,1
336,16,2020/6/10,1
543,17,2020/6/10,1
735,18,2020/6/10,1
365,19,2020/6/10,1
318,20,2020/6/10,1
262,21,2020/6/10,1
138,22,2020/6/10,1
3,23,2020/6/10,1
102,6,2020/6/11,1
533,7,2020/6/11,1
971,8,2020/6/11,1
376,9,2020/6/11,1
279,10,2020/6/11,1
298,11,2020/6/11,1
327,12,2020/6/11,1
349,13,2020/6/11,1
306,14,2020/6/11,1
335,15,2020/6/11,1
367,16,2020/6/11,1
584,17,2020/6/11,1
812,18,2020/6/11,1
421,19,2020/6/11,1
317,20,2020/6/11,1
279,21,2020/6/11,1
113,22,2020/6/11,1
2,23,2020/6/11,1
91,6,2020/6/12,1
489,7,2020/6/12,1
887,8,2020/6/12,1
420,9,2020/6/12,1
280,10,2020/6/12,1
251,11,2020/6/12,1
330,12,2020/6/12,1
341,13,2020/6/12,1
330,14,2020/6/12,1
385,15,2020/6/12,1
441,16,2020/6/12,1
645,17,2020/6/12,1
830,18,2020/6/12,1
419,19,2020/6/12,1
356,20,2020/6/12,1
293,21,2020/6/12,1
154,22,2020/6/12,1
4,23,2020/6/12,1
80,6,2020/6/13,2
271,7,2020/6/13,2
446,8,2020/6/13,2
347,9,2020/6/13,2
319,10,2020/6/13,2
318,11,2020/6/13,2
355,12,2020/6/13,2
366,13,2020/6/13,2
330,14,2020/6/13,2
375,15,2020/6/13,2
348,16,2020/6/13,2
477,17,2020/6/13,2
484,18,2020/6/13,2
367,19,2020/6/13,2
299,20,2020/6/13,2
299,21,2020/6/13,2
138,22,2020/6/13,2
5,23,2020/6/13,2
72,6,2020/6/14,2
204,7,2020/6/14,2
314,8,2020/6/14,2
248,9,2020/6/14,2
291,10,2020/6/14,2
254,11,2020/6/14,2
364,12,2020/6/14,2
397,13,2020/6/14,2
441,14,2020/6/14,2
413,15,2020/6/14,2
418,16,2020/6/14,2
459,17,2020/6/14,2
490,18,2020/6/14,2
382,19,2020/6/14,2
306,20,2020/6/14,2
275,21,2020/6/14,2
125,22,2020/6/14,2
3,23,2020/6/14,2
144,6,2020/6/15,1
616,7,2020/6/15,1
957,8,2020/6/15,1
405,9,2020/6/15,1
262,10,2020/6/15,1
299,11,2020/6/15,1
326,12,2020/6/15,1
290,13,2020/6/15,1
310,14,2020/6/15,1
313,15,2020/6/15,1
339,16,2020/6/15,1
570,17,2020/6/15,1
811,18,2020/6/15,1
451,19,2020/6/15,1
308,20,2020/6/15,1
290,21,2020/6/15,1
128,22,2020/6/15,1
2,23,2020/6/15,1
117,6,2020/6/16,1
575,7,2020/6/16,1
950,8,2020/6/16,1
386,9,2020/6/16,1
271,10,2020/6/16,1
249,11,2020/6/16,1
293,12,2020/6/16,1
294,13,2020/6/16,1
268,14,2020/6/16,1
292,15,2020/6/16,1
315,16,2020/6/16,1
588,17,2020/6/16,1
740,18,2020/6/16,1
369,19,2020/6/16,1
308,20,2020/6/16,1
230,21,2020/6/16,1
125,22,2020/6/16,1
2,23,2020/6/16,1
126,6,2020/6/17,1
539,7,2020/6/17,1
902,8,2020/6/17,1
404,9,2020/6/17,1
262,10,2020/6/17,1
247,11,2020/6/17,1
286,12,2020/6/17,1
269,13,2020/6/17,1
311,14,2020/6/17,1
307,15,2020/6/17,1
307,16,2020/6/17,1
546,17,2020/6/17,1
742,18,2020/6/17,1
404,19,2020/6/17,1
306,20,2020/6/17,1
240,21,2020/6/17,1
112,22,2020/6/17,1
5,23,2020/6/17,1
105,6,2020/6/18,1
581,7,2020/6/18,1
877,8,2020/6/18,1
412,9,2020/6/18,1
261,10,2020/6/18,1
256,11,2020/6/18,1
294,12,2020/6/18,1
281,13,2020/6/18,1
320,14,2020/6/18,1
297,15,2020/6/18,1
371,16,2020/6/18,1
587,17,2020/6/18,1
709,18,2020/6/18,1
399,19,2020/6/18,1
360,20,2020/6/18,1
288,21,2020/6/18,1
151,22,2020/6/18,1
2,23,2020/6/18,1
111,6,2020/6/19,1
565,7,2020/6/19,1
930,8,2020/6/19,1
419,9,2020/6/19,1
247,10,2020/6/19,1
333,11,2020/6/19,1
326,12,2020/6/19,1
312,13,2020/6/19,1
300,14,2020/6/19,1
347,15,2020/6/19,1
401,16,2020/6/19,1
672,17,2020/6/19,1
860,18,2020/6/19,1
437,19,2020/6/19,1
343,20,2020/6/19,1
317,21,2020/6/19,1
149,22,2020/6/19,1
2,23,2020/6/19,1
82,6,2020/6/20,2
261,7,2020/6/20,2
430,8,2020/6/20,2
371,9,2020/6/20,2
284,10,2020/6/20,2
291,11,2020/6/20,2
312,12,2020/6/20,2
371,13,2020/6/20,2
383,14,2020/6/20,2
392,15,2020/6/20,2
387,16,2020/6/20,2
459,17,2020/6/20,2
486,18,2020/6/20,2
317,19,2020/6/20,2
282,20,2020/6/20,2
235,21,2020/6/20,2
144,22,2020/6/20,2
2,23,2020/6/20,2
84,6,2020/6/21,2
220,7,2020/6/21,2
336,8,2020/6/21,2
278,9,2020/6/21,2
268,10,2020/6/21,2
288,11,2020/6/21,2
328,12,2020/6/21,2
360,13,2020/6/21,2
373,14,2020/6/21,2
376,15,2020/6/21,2
471,16,2020/6/21,2
415,17,2020/6/21,2
424,18,2020/6/21,2
290,19,2020/6/21,2
276,20,2020/6/21,2
284,21,2020/6/21,2
105,22,2020/6/21,2
4,23,2020/6/21,2
112,6,2020/6/22,1
582,7,2020/6/22,1
948,8,2020/6/22,1
367,9,2020/6/22,1
243,10,2020/6/22,1
241,11,2020/6/22,1
266,12,2020/6/22,1
271,13,2020/6/22,1
287,14,2020/6/22,1
316,15,2020/6/22,1
335,16,2020/6/22,1
573,17,2020/6/22,1
766,18,2020/6/22,1
400,19,2020/6/22,1
323,20,2020/6/22,1
257,21,2020/6/22,1
107,22,2020/6/22,1
4,23,2020/6/22,1
103,6,2020/6/23,1
551,7,2020/6/23,1
897,8,2020/6/23,1
418,9,2020/6/23,1
251,10,2020/6/23,1
248,11,2020/6/23,1
274,12,2020/6/23,1
316,13,2020/6/23,1
310,14,2020/6/23,1
340,15,2020/6/23,1
379,16,2020/6/23,1
582,17,2020/6/23,1
723,18,2020/6/23,1
417,19,2020/6/23,1
320,20,2020/6/23,1
284,21,2020/6/23,1
123,22,2020/6/23,1
1,23,2020/6/23,1
108,6,2020/6/24,1
566,7,2020/6/24,1
856,8,2020/6/24,1
457,9,2020/6/24,1
290,10,2020/6/24,1
306,11,2020/6/24,1
366,12,2020/6/24,1
379,13,2020/6/24,1
381,14,2020/6/24,1
378,15,2020/6/24,1
479,16,2020/6/24,1
714,17,2020/6/24,1
920,18,2020/6/24,1
509,19,2020/6/24,1
398,20,2020/6/24,1
364,21,2020/6/24,1
182,22,2020/6/24,1
3,23,2020/6/24,1
82,6,2020/6/25,3
219,7,2020/6/25,3
373,8,2020/6/25,3
367,9,2020/6/25,3
343,10,2020/6/25,3
362,11,2020/6/25,3
321,12,2020/6/25,3
346,13,2020/6/25,3
336,14,2020/6/25,3
339,15,2020/6/25,3
374,16,2020/6/25,3
386,17,2020/6/25,3
409,18,2020/6/25,3
350,19,2020/6/25,3
343,20,2020/6/25,3
325,21,2020/6/25,3
156,22,2020/6/25,3
6,23,2020/6/25,3
83,6,2020/6/26,3
204,7,2020/6/26,3
317,8,2020/6/26,3
299,9,2020/6/26,3
311,10,2020/6/26,3
302,11,2020/6/26,3
285,12,2020/6/26,3
299,13,2020/6/26,3
332,14,2020/6/26,3
311,15,2020/6/26,3
363,16,2020/6/26,3
426,17,2020/6/26,3
411,18,2020/6/26,3
341,19,2020/6/26,3
325,20,2020/6/26,3
299,21,2020/6/26,3
137,22,2020/6/26,3
2,23,2020/6/26,3
74,6,2020/6/27,3
195,7,2020/6/27,3
307,8,2020/6/27,3
223,9,2020/6/27,3
203,10,2020/6/27,3
234,11,2020/6/27,3
292,12,2020/6/27,3
297,13,2020/6/27,3
307,14,2020/6/27,3
353,15,2020/6/27,3
376,16,2020/6/27,3
400,17,2020/6/27,3
425,18,2020/6/27,3
344,19,2020/6/27,3
329,20,2020/6/27,3
301,21,2020/6/27,3
127,22,2020/6/27,3
4,23,2020/6/27,3
111,6,2020/6/28,1
600,7,2020/6/28,1
915,8,2020/6/28,1
400,9,2020/6/28,1
279,10,2020/6/28,1
280,11,2020/6/28,1
307,12,2020/6/28,1
300,13,2020/6/28,1
322,14,2020/6/28,1
370,15,2020/6/28,1
377,16,2020/6/28,1
583,17,2020/6/28,1
777,18,2020/6/28,1
386,19,2020/6/28,1
318,20,2020/6/28,1
269,21,2020/6/28,1
131,22,2020/6/28,1
1,23,2020/6/28,1
131,6,2020/6/29,1
598,7,2020/6/29,1
913,8,2020/6/29,1
450,9,2020/6/29,1
317,10,2020/6/29,1
296,11,2020/6/29,1
318,12,2020/6/29,1
321,13,2020/6/29,1
333,14,2020/6/29,1
310,15,2020/6/29,1
389,16,2020/6/29,1
550,17,2020/6/29,1
