Num,Hour,Date,DateType
120,18,2020/3/9,1
59,19,2020/3/9,1
29,20,2020/3/9,1
17,21,2020/3/9,1
7,22,2020/3/9,1
0,23,2020/3/9,1
14,6,2020/3/10,1
106,7,2020/3/10,1
145,8,2020/3/10,1
74,9,2020/3/10,1
53,10,2020/3/10,1
39,11,2020/3/10,1
41,12,2020/3/10,1
60,13,2020/3/10,1
51,14,2020/3/10,1
59,15,2020/3/10,1
46,16,2020/3/10,1
122,17,2020/3/10,1
152,18,2020/3/10,1
58,19,2020/3/10,1
39,20,2020/3/10,1
27,21,2020/3/10,1
6,22,2020/3/10,1
2,23,2020/3/10,1
19,6,2020/3/11,1
92,7,2020/3/11,1
165,8,2020/3/11,1
78,9,2020/3/11,1
52,10,2020/3/11,1
22,11,2020/3/11,1
48,12,2020/3/11,1
52,13,2020/3/11,1
47,14,2020/3/11,1
54,15,2020/3/11,1
52,16,2020/3/11,1
132,17,2020/3/11,1
151,18,2020/3/11,1
65,19,2020/3/11,1
34,20,2020/3/11,1
22,21,2020/3/11,1
4,22,2020/3/11,1
0,23,2020/3/11,1
25,6,2020/3/12,1
124,7,2020/3/12,1
170,8,2020/3/12,1
82,9,2020/3/12,1
62,10,2020/3/12,1
41,11,2020/3/12,1
47,12,2020/3/12,1
70,13,2020/3/12,1
71,14,2020/3/12,1
77,15,2020/3/12,1
68,16,2020/3/12,1
140,17,2020/3/12,1
169,18,2020/3/12,1
92,19,2020/3/12,1
53,20,2020/3/12,1
30,21,2020/3/12,1
9,22,2020/3/12,1
0,23,2020/3/12,1
16,6,2020/3/13,1
109,7,2020/3/13,1
181,8,2020/3/13,1
82,9,2020/3/13,1
46,10,2020/3/13,1
44,11,2020/3/13,1
55,12,2020/3/13,1
77,13,2020/3/13,1
58,14,2020/3/13,1
55,15,2020/3/13,1
78,16,2020/3/13,1
150,17,2020/3/13,1
187,18,2020/3/13,1
77,19,2020/3/13,1
44,20,2020/3/13,1
27,21,2020/3/13,1
9,22,2020/3/13,1
0,23,2020/3/13,1
11,6,2020/3/14,2
61,7,2020/3/14,2
109,8,2020/3/14,2
66,9,2020/3/14,2
58,10,2020/3/14,2
46,11,2020/3/14,2
55,12,2020/3/14,2
79,13,2020/3/14,2
96,14,2020/3/14,2
85,15,2020/3/14,2
82,16,2020/3/14,2
101,17,2020/3/14,2
98,18,2020/3/14,2
69,19,2020/3/14,2
50,20,2020/3/14,2
49,21,2020/3/14,2
20,22,2020/3/14,2
1,23,2020/3/14,2
15,6,2020/3/15,2
50,7,2020/3/15,2
80,8,2020/3/15,2
69,9,2020/3/15,2
67,10,2020/3/15,2
48,11,2020/3/15,2
49,12,2020/3/15,2
71,13,2020/3/15,2
98,14,2020/3/15,2
74,15,2020/3/15,2
77,16,2020/3/15,2
95,17,2020/3/15,2
87,18,2020/3/15,2
63,19,2020/3/15,2
52,20,2020/3/15,2
44,21,2020/3/15,2
13,22,2020/3/15,2
0,23,2020/3/15,2
29,6,2020/3/16,1
164,7,2020/3/16,1
278,8,2020/3/16,1
112,9,2020/3/16,1
93,10,2020/3/16,1
81,11,2020/3/16,1
83,12,2020/3/16,1
91,13,2020/3/16,1
82,14,2020/3/16,1
98,15,2020/3/16,1
103,16,2020/3/16,1
177,17,2020/3/16,1
253,18,2020/3/16,1
93,19,2020/3/16,1
55,20,2020/3/16,1
38,21,2020/3/16,1
18,22,2020/3/16,1
0,23,2020/3/16,1
24,6,2020/3/17,1
177,7,2020/3/17,1
305,8,2020/3/17,1
130,9,2020/3/17,1
83,10,2020/3/17,1
76,11,2020/3/17,1
93,12,2020/3/17,1
96,13,2020/3/17,1
90,14,2020/3/17,1
86,15,2020/3/17,1
110,16,2020/3/17,1
226,17,2020/3/17,1
253,18,2020/3/17,1
128,19,2020/3/17,1
87,20,2020/3/17,1
51,21,2020/3/17,1
21,22,2020/3/17,1
3,23,2020/3/17,1
28,6,2020/3/18,1
186,7,2020/3/18,1
324,8,2020/3/18,1
132,9,2020/3/18,1
80,10,2020/3/18,1
64,11,2020/3/18,1
81,12,2020/3/18,1
101,13,2020/3/18,1
122,14,2020/3/18,1
102,15,2020/3/18,1
107,16,2020/3/18,1
256,17,2020/3/18,1
280,18,2020/3/18,1
145,19,2020/3/18,1
80,20,2020/3/18,1
56,21,2020/3/18,1
26,22,2020/3/18,1
3,23,2020/3/18,1
26,6,2020/3/19,1
191,7,2020/3/19,1
346,8,2020/3/19,1
137,9,2020/3/19,1
74,10,2020/3/19,1
69,11,2020/3/19,1
89,12,2020/3/19,1
101,13,2020/3/19,1
127,14,2020/3/19,1
118,15,2020/3/19,1
120,16,2020/3/19,1
233,17,2020/3/19,1
292,18,2020/3/19,1
154,19,2020/3/19,1
84,20,2020/3/19,1
60,21,2020/3/19,1
29,22,2020/3/19,1
1,23,2020/3/19,1
39,6,2020/3/20,1
188,7,2020/3/20,1
364,8,2020/3/20,1
151,9,2020/3/20,1
97,10,2020/3/20,1
83,11,2020/3/20,1
84,12,2020/3/20,1
123,13,2020/3/20,1
103,14,2020/3/20,1
105,15,2020/3/20,1
139,16,2020/3/20,1
260,17,2020/3/20,1
319,18,2020/3/20,1
156,19,2020/3/20,1
83,20,2020/3/20,1
87,21,2020/3/20,1
35,22,2020/3/20,1
1,23,2020/3/20,1
20,6,2020/3/21,2
99,7,2020/3/21,2
179,8,2020/3/21,2
110,9,2020/3/21,2
84,10,2020/3/21,2
100,11,2020/3/21,2
111,12,2020/3/21,2
126,13,2020/3/21,2
129,14,2020/3/21,2
135,15,2020/3/21,2
144,16,2020/3/21,2
169,17,2020/3/21,2
189,18,2020/3/21,2
109,19,2020/3/21,2
95,20,2020/3/21,2
81,21,2020/3/21,2
30,22,2020/3/21,2
1,23,2020/3/21,2
22,6,2020/3/22,2
70,7,2020/3/22,2
143,8,2020/3/22,2
91,9,2020/3/22,2
93,10,2020/3/22,2
95,11,2020/3/22,2
113,12,2020/3/22,2
113,13,2020/3/22,2
129,14,2020/3/22,2
115,15,2020/3/22,2
138,16,2020/3/22,2
158,17,2020/3/22,2
162,18,2020/3/22,2
111,19,2020/3/22,2
106,20,2020/3/22,2
74,21,2020/3/22,2
35,22,2020/3/22,2
0,23,2020/3/22,2
41,6,2020/3/23,1
243,7,2020/3/23,1
399,8,2020/3/23,1
177,9,2020/3/23,1
94,10,2020/3/23,1
114,11,2020/3/23,1
122,12,2020/3/23,1
118,13,2020/3/23,1
117,14,2020/3/23,1
111,15,2020/3/23,1
168,16,2020/3/23,1
271,17,2020/3/23,1
366,18,2020/3/23,1
160,19,2020/3/23,1
113,20,2020/3/23,1
76,21,2020/3/23,1
27,22,2020/3/23,1
1,23,2020/3/23,1
32,6,2020/3/24,1
241,7,2020/3/24,1
464,8,2020/3/24,1
183,9,2020/3/24,1
104,10,2020/3/24,1
89,11,2020/3/24,1
123,12,2020/3/24,1
137,13,2020/3/24,1
143,14,2020/3/24,1
105,15,2020/3/24,1
147,16,2020/3/24,1
297,17,2020/3/24,1
359,18,2020/3/24,1
182,19,2020/3/24,1
113,20,2020/3/24,1
112,21,2020/3/24,1
50,22,2020/3/24,1
2,23,2020/3/24,1
43,6,2020/3/25,1
255,7,2020/3/25,1
455,8,2020/3/25,1
180,9,2020/3/25,1
107,10,2020/3/25,1
90,11,2020/3/25,1
135,12,2020/3/25,1
136,13,2020/3/25,1
128,14,2020/3/25,1
121,15,2020/3/25,1
129,16,2020/3/25,1
185,17,2020/3/25,1
193,18,2020/3/25,1
138,19,2020/3/25,1
120,20,2020/3/25,1
93,21,2020/3/25,1
34,22,2020/3/25,1
1,23,2020/3/25,1
34,6,2020/3/26,1
270,7,2020/3/26,1
465,8,2020/3/26,1
206,9,2020/3/26,1
104,10,2020/3/26,1
90,11,2020/3/26,1
97,12,2020/3/26,1
124,13,2020/3/26,1
144,14,2020/3/26,1
147,15,2020/3/26,1
121,16,2020/3/26,1
299,17,2020/3/26,1
355,18,2020/3/26,1
187,19,2020/3/26,1
140,20,2020/3/26,1
92,21,2020/3/26,1
50,22,2020/3/26,1
1,23,2020/3/26,1
43,6,2020/3/27,1
247,7,2020/3/27,1
466,8,2020/3/27,1
193,9,2020/3/27,1
97,10,2020/3/27,1
110,11,2020/3/27,1
107,12,2020/3/27,1
136,13,2020/3/27,1
131,14,2020/3/27,1
163,15,2020/3/27,1
175,16,2020/3/27,1
306,17,2020/3/27,1
397,18,2020/3/27,1
180,19,2020/3/27,1
123,20,2020/3/27,1
127,21,2020/3/27,1
30,22,2020/3/27,1
0,23,2020/3/27,1
30,6,2020/3/28,2
106,7,2020/3/28,2
207,8,2020/3/28,2
129,9,2020/3/28,2
111,10,2020/3/28,2
109,11,2020/3/28,2
125,12,2020/3/28,2
147,13,2020/3/28,2
185,14,2020/3/28,2
159,15,2020/3/28,2
161,16,2020/3/28,2
200,17,2020/3/28,2
213,18,2020/3/28,2
147,19,2020/3/28,2
103,20,2020/3/28,2
87,21,2020/3/28,2
48,22,2020/3/28,2
1,23,2020/3/28,2
23,6,2020/3/29,2
93,7,2020/3/29,2
174,8,2020/3/29,2
117,9,2020/3/29,2
106,10,2020/3/29,2
117,11,2020/3/29,2
138,12,2020/3/29,2
173,13,2020/3/29,2
201,14,2020/3/29,2
140,15,2020/3/29,2
184,16,2020/3/29,2
190,17,2020/3/29,2
200,18,2020/3/29,2
142,19,2020/3/29,2
111,20,2020/3/29,2
103,21,2020/3/29,2
45,22,2020/3/29,2
2,23,2020/3/29,2
51,6,2020/3/30,1
304,7,2020/3/30,1
520,8,2020/3/30,1
189,9,2020/3/30,1
124,10,2020/3/30,1
109,11,2020/3/30,1
135,12,2020/3/30,1
187,13,2020/3/30,1
151,14,2020/3/30,1
145,15,2020/3/30,1
164,16,2020/3/30,1
310,17,2020/3/30,1
424,18,2020/3/30,1
227,19,2020/3/30,1
138,20,2020/3/30,1
114,21,2020/3/30,1
56,22,2020/3/30,1
7,23,2020/3/30,1
49,6,2020/3/31,1
315,7,2020/3/31,1
515,8,2020/3/31,1
210,9,2020/3/31,1
135,10,2020/3/31,1
130,11,2020/3/31,1
140,12,2020/3/31,1
198,13,2020/3/31,1
150,14,2020/3/31,1
185,15,2020/3/31,1
161,16,2020/3/31,1
343,17,2020/3/31,1
416,18,2020/3/31,1
217,19,2020/3/31,1
142,20,2020/3/31,1
109,21,2020/3/31,1
47,22,2020/3/31,1
3,23,2020/3/31,1
54,6,2020/4/1,1
307,7,2020/4/1,1
525,8,2020/4/1,1
205,9,2020/4/1,1
133,10,2020/4/1,1
136,11,2020/4/1,1
163,12,2020/4/1,1
164,13,2020/4/1,1
168,14,2020/4/1,1
162,15,2020/4/1,1
143,16,2020/4/1,1
350,17,2020/4/1,1
461,18,2020/4/1,1
190,19,2020/4/1,1
139,20,2020/4/1,1
115,21,2020/4/1,1
44,22,2020/4/1,1
3,23,2020/4/1,1
49,6,2020/4/2,1
307,7,2020/4/2,1
508,8,2020/4/2,1
219,9,2020/4/2,1
141,10,2020/4/2,1
113,11,2020/4/2,1
158,12,2020/4/2,1
153,13,2020/4/2,1
145,14,2020/4/2,1
157,15,2020/4/2,1
191,16,2020/4/2,1
368,17,2020/4/2,1
476,18,2020/4/2,1
211,19,2020/4/2,1
137,20,2020/4/2,1
124,21,2020/4/2,1
62,22,2020/4/2,1
3,23,2020/4/2,1
59,6,2020/4/3,1
291,7,2020/4/3,1
507,8,2020/4/3,1
204,9,2020/4/3,1
134,10,2020/4/3,1
146,11,2020/4/3,1
135,12,2020/4/3,1
181,13,2020/4/3,1
157,14,2020/4/3,1
192,15,2020/4/3,1
216,16,2020/4/3,1
390,17,2020/4/3,1
445,18,2020/4/3,1
212,19,2020/4/3,1
165,20,2020/4/3,1
144,21,2020/4/3,1
71,22,2020/4/3,1
3,23,2020/4/3,1
38,6,2020/4/4,3
105,7,2020/4/4,3
189,8,2020/4/4,3
157,9,2020/4/4,3
121,10,2020/4/4,3
139,11,2020/4/4,3
157,12,2020/4/4,3
206,13,2020/4/4,3
167,14,2020/4/4,3
183,15,2020/4/4,3
189,16,2020/4/4,3
201,17,2020/4/4,3
198,18,2020/4/4,3
160,19,2020/4/4,3
129,20,2020/4/4,3
107,21,2020/4/4,3
43,22,2020/4/4,3
0,23,2020/4/4,3
33,6,2020/4/5,3
92,7,2020/4/5,3
159,8,2020/4/5,3
150,9,2020/4/5,3
103,10,2020/4/5,3
132,11,2020/4/5,3
133,12,2020/4/5,3
168,13,2020/4/5,3
120,14,2020/4/5,3
144,15,2020/4/5,3
176,16,2020/4/5,3
177,17,2020/4/5,3
230,18,2020/4/5,3
147,19,2020/4/5,3
132,20,2020/4/5,3
97,21,2020/4/5,3
54,22,2020/4/5,3
0,23,2020/4/5,3
40,6,2020/4/6,3
117,7,2020/4/6,3
232,8,2020/4/6,3
167,9,2020/4/6,3
133,10,2020/4/6,3
161,11,2020/4/6,3
187,12,2020/4/6,3
201,13,2020/4/6,3
219,14,2020/4/6,3
185,15,2020/4/6,3
206,16,2020/4/6,3
225,17,2020/4/6,3
289,18,2020/4/6,3
204,19,2020/4/6,3
158,20,2020/4/6,3
135,21,2020/4/6,3
69,22,2020/4/6,3
2,23,2020/4/6,3
66,6,2020/4/7,1
354,7,2020/4/7,1
620,8,2020/4/7,1
231,9,2020/4/7,1
165,10,2020/4/7,1
169,11,2020/4/7,1
183,12,2020/4/7,1
188,13,2020/4/7,1
218,14,2020/4/7,1
195,15,2020/4/7,1
247,16,2020/4/7,1
394,17,2020/4/7,1
517,18,2020/4/7,1
234,19,2020/4/7,1
166,20,2020/4/7,1
161,21,2020/4/7,1
59,22,2020/4/7,1
1,23,2020/4/7,1
52,6,2020/4/8,1
334,7,2020/4/8,1
632,8,2020/4/8,1
246,9,2020/4/8,1
156,10,2020/4/8,1
166,11,2020/4/8,1
178,12,2020/4/8,1
185,13,2020/4/8,1
193,14,2020/4/8,1
190,15,2020/4/8,1
178,16,2020/4/8,1
398,17,2020/4/8,1
531,18,2020/4/8,1
234,19,2020/4/8,1
182,20,2020/4/8,1
147,21,2020/4/8,1
72,22,2020/4/8,1
1,23,2020/4/8,1
61,6,2020/4/9,1
339,7,2020/4/9,1
637,8,2020/4/9,1
236,9,2020/4/9,1
152,10,2020/4/9,1
152,11,2020/4/9,1
165,12,2020/4/9,1
215,13,2020/4/9,1
174,14,2020/4/9,1
206,15,2020/4/9,1
222,16,2020/4/9,1
431,17,2020/4/9,1
490,18,2020/4/9,1
249,19,2020/4/9,1
173,20,2020/4/9,1
165,21,2020/4/9,1
57,22,2020/4/9,1
1,23,2020/4/9,1
59,6,2020/4/10,1
344,7,2020/4/10,1
630,8,2020/4/10,1
252,9,2020/4/10,1
151,10,2020/4/10,1
154,11,2020/4/10,1
190,12,2020/4/10,1
209,13,2020/4/10,1
204,14,2020/4/10,1
192,15,2020/4/10,1
246,16,2020/4/10,1
422,17,2020/4/10,1
537,18,2020/4/10,1
219,19,2020/4/10,1
193,20,2020/4/10,1
154,21,2020/4/10,1
87,22,2020/4/10,1
1,23,2020/4/10,1
44,6,2020/4/11,2
165,7,2020/4/11,2
320,8,2020/4/11,2
192,9,2020/4/11,2
184,10,2020/4/11,2
169,11,2020/4/11,2
147,12,2020/4/11,2
211,13,2020/4/11,2
256,14,2020/4/11,2
216,15,2020/4/11,2
224,16,2020/4/11,2
297,17,2020/4/11,2
297,18,2020/4/11,2
222,19,2020/4/11,2
193,20,2020/4/11,2
160,21,2020/4/11,2
95,22,2020/4/11,2
1,23,2020/4/11,2
48,6,2020/4/12,2
128,7,2020/4/12,2
243,8,2020/4/12,2
187,9,2020/4/12,2
173,10,2020/4/12,2
175,11,2020/4/12,2
206,12,2020/4/12,2
246,13,2020/4/12,2
243,14,2020/4/12,2
240,15,2020/4/12,2
247,16,2020/4/12,2
307,17,2020/4/12,2
319,18,2020/4/12,2
257,19,2020/4/12,2
212,20,2020/4/12,2
183,21,2020/4/12,2
78,22,2020/4/12,2
0,23,2020/4/12,2
56,6,2020/4/13,1
414,7,2020/4/13,1
686,8,2020/4/13,1
252,9,2020/4/13,1
196,10,2020/4/13,1
177,11,2020/4/13,1
190,12,2020/4/13,1
236,13,2020/4/13,1
223,14,2020/4/13,1
206,15,2020/4/13,1
249,16,2020/4/13,1
459,17,2020/4/13,1
520,18,2020/4/13,1
252,19,2020/4/13,1
220,20,2020/4/13,1
162,21,2020/4/13,1
66,22,2020/4/13,1
4,23,2020/4/13,1
47,6,2020/4/14,1
391,7,2020/4/14,1
689,8,2020/4/14,1
265,9,2020/4/14,1
176,10,2020/4/14,1
163,11,2020/4/14,1
189,12,2020/4/14,1
218,13,2020/4/14,1
188,14,2020/4/14,1
205,15,2020/4/14,1
267,16,2020/4/14,1
435,17,2020/4/14,1
544,18,2020/4/14,1
303,19,2020/4/14,1
186,20,2020/4/14,1
187,21,2020/4/14,1
83,22,2020/4/14,1
0,23,2020/4/14,1
62,6,2020/4/15,1
417,7,2020/4/15,1
718,8,2020/4/15,1
245,9,2020/4/15,1
159,10,2020/4/15,1
157,11,2020/4/15,1
179,12,2020/4/15,1
210,13,2020/4/15,1
201,14,2020/4/15,1
195,15,2020/4/15,1
228,16,2020/4/15,1
444,17,2020/4/15,1
569,18,2020/4/15,1
273,19,2020/4/15,1
171,20,2020/4/15,1
142,21,2020/4/15,1
81,22,2020/4/15,1
1,23,2020/4/15,1
67,6,2020/4/16,1
382,7,2020/4/16,1
686,8,2020/4/16,1
281,9,2020/4/16,1
178,10,2020/4/16,1
158,11,2020/4/16,1
186,12,2020/4/16,1
222,13,2020/4/16,1
212,14,2020/4/16,1
215,15,2020/4/16,1
240,16,2020/4/16,1
432,17,2020/4/16,1
543,18,2020/4/16,1
266,19,2020/4/16,1
159,20,2020/4/16,1
155,21,2020/4/16,1
93,22,2020/4/16,1
4,23,2020/4/16,1
59,6,2020/4/17,1
373,7,2020/4/17,1
689,8,2020/4/17,1
286,9,2020/4/17,1
180,10,2020/4/17,1
182,11,2020/4/17,1
237,12,2020/4/17,1
210,13,2020/4/17,1
228,14,2020/4/17,1
224,15,2020/4/17,1
251,16,2020/4/17,1
490,17,2020/4/17,1
515,18,2020/4/17,1
251,19,2020/4/17,1
187,20,2020/4/17,1
186,21,2020/4/17,1
72,22,2020/4/17,1
5,23,2020/4/17,1
42,6,2020/4/18,2
160,7,2020/4/18,2
315,8,2020/4/18,2
213,9,2020/4/18,2
191,10,2020/4/18,2
194,11,2020/4/18,2
185,12,2020/4/18,2
191,13,2020/4/18,2
223,14,2020/4/18,2
213,15,2020/4/18,2
241,16,2020/4/18,2
299,17,2020/4/18,2
301,18,2020/4/18,2
230,19,2020/4/18,2
180,20,2020/4/18,2
157,21,2020/4/18,2
86,22,2020/4/18,2
0,23,2020/4/18,2
42,6,2020/4/19,2
107,7,2020/4/19,2
269,8,2020/4/19,2
171,9,2020/4/19,2
159,10,2020/4/19,2
181,11,2020/4/19,2
203,12,2020/4/19,2
247,13,2020/4/19,2
252,14,2020/4/19,2
268,15,2020/4/19,2
258,16,2020/4/19,2
282,17,2020/4/19,2
306,18,2020/4/19,2
224,19,2020/4/19,2
189,20,2020/4/19,2
151,21,2020/4/19,2
78,22,2020/4/19,2
5,23,2020/4/19,2
59,6,2020/4/20,1
430,7,2020/4/20,1
735,8,2020/4/20,1
285,9,2020/4/20,1
170,10,2020/4/20,1
186,11,2020/4/20,1
211,12,2020/4/20,1
190,13,2020/4/20,1
191,14,2020/4/20,1
225,15,2020/4/20,1
240,16,2020/4/20,1
457,17,2020/4/20,1
561,18,2020/4/20,1
277,19,2020/4/20,1
163,20,2020/4/20,1
136,21,2020/4/20,1
86,22,2020/4/20,1
0,23,2020/4/20,1
53,6,2020/4/21,1
361,7,2020/4/21,1
726,8,2020/4/21,1
276,9,2020/4/21,1
171,10,2020/4/21,1
153,11,2020/4/21,1
188,12,2020/4/21,1
186,13,2020/4/21,1
178,14,2020/4/21,1
175,15,2020/4/21,1
225,16,2020/4/21,1
443,17,2020/4/21,1
543,18,2020/4/21,1
247,19,2020/4/21,1
159,20,2020/4/21,1
130,21,2020/4/21,1
67,22,2020/4/21,1
3,23,2020/4/21,1
62,6,2020/4/22,1
391,7,2020/4/22,1
681,8,2020/4/22,1
259,9,2020/4/22,1
174,10,2020/4/22,1
143,11,2020/4/22,1
186,12,2020/4/22,1
207,13,2020/4/22,1
171,14,2020/4/22,1
182,15,2020/4/22,1
247,16,2020/4/22,1
429,17,2020/4/22,1
525,18,2020/4/22,1
263,19,2020/4/22,1
151,20,2020/4/22,1
132,21,2020/4/22,1
67,22,2020/4/22,1
2,23,2020/4/22,1
68,6,2020/4/23,1
369,7,2020/4/23,1
734,8,2020/4/23,1
257,9,2020/4/23,1
174,10,2020/4/23,1
151,11,2020/4/23,1
182,12,2020/4/23,1
189,13,2020/4/23,1
196,14,2020/4/23,1
171,15,2020/4/23,1
196,16,2020/4/23,1
424,17,2020/4/23,1
556,18,2020/4/23,1
254,19,2020/4/23,1
161,20,2020/4/23,1
173,21,2020/4/23,1
70,22,2020/4/23,1
0,23,2020/4/23,1
63,6,2020/4/24,1
388,7,2020/4/24,1
696,8,2020/4/24,1
255,9,2020/4/24,1
207,10,2020/4/24,1
178,11,2020/4/24,1
225,12,2020/4/24,1
206,13,2020/4/24,1
227,14,2020/4/24,1
229,15,2020/4/24,1
257,16,2020/4/24,1
493,17,2020/4/24,1
634,18,2020/4/24,1
354,19,2020/4/24,1
236,20,2020/4/24,1
197,21,2020/4/24,1
99,22,2020/4/24,1
6,23,2020/4/24,1
50,6,2020/4/25,2
167,7,2020/4/25,2
313,8,2020/4/25,2
204,9,2020/4/25,2
210,10,2020/4/25,2
189,11,2020/4/25,2
209,12,2020/4/25,2
254,13,2020/4/25,2
261,14,2020/4/25,2
264,15,2020/4/25,2
263,16,2020/4/25,2
321,17,2020/4/25,2
345,18,2020/4/25,2
247,19,2020/4/25,2
198,20,2020/4/25,2
216,21,2020/4/25,2
89,22,2020/4/25,2
2,23,2020/4/25,2
64,6,2020/4/26,2
384,7,2020/4/26,2
659,8,2020/4/26,2
265,9,2020/4/26,2
165,10,2020/4/26,2
191,11,2020/4/26,2
204,12,2020/4/26,2
254,13,2020/4/26,2
222,14,2020/4/26,2
225,15,2020/4/26,2
266,16,2020/4/26,2
457,17,2020/4/26,2
540,18,2020/4/26,2
324,19,2020/4/26,2
229,20,2020/4/26,2
176,21,2020/4/26,2
99,22,2020/4/26,2
2,23,2020/4/26,2
81,6,2020/4/27,1
419,7,2020/4/27,1
810,8,2020/4/27,1
319,9,2020/4/27,1
194,10,2020/4/27,1
201,11,2020/4/27,1
206,12,2020/4/27,1
224,13,2020/4/27,1
222,14,2020/4/27,1
232,15,2020/4/27,1
219,16,2020/4/27,1
449,17,2020/4/27,1
599,18,2020/4/27,1
343,19,2020/4/27,1
246,20,2020/4/27,1
206,21,2020/4/27,1
85,22,2020/4/27,1
1,23,2020/4/27,1
72,6,2020/4/28,1
438,7,2020/4/28,1
765,8,2020/4/28,1
325,9,2020/4/28,1
210,10,2020/4/28,1
217,11,2020/4/28,1
213,12,2020/4/28,1
261,13,2020/4/28,1
233,14,2020/4/28,1
230,15,2020/4/28,1
228,16,2020/4/28,1
487,17,2020/4/28,1
607,18,2020/4/28,1
304,19,2020/4/28,1
234,20,2020/4/28,1
200,21,2020/4/28,1
87,22,2020/4/28,1
1,23,2020/4/28,1
81,6,2020/4/29,1
404,7,2020/4/29,1
755,8,2020/4/29,1
307,9,2020/4/29,1
181,10,2020/4/29,1
187,11,2020/4/29,1
219,12,2020/4/29,1
234,13,2020/4/29,1
216,14,2020/4/29,1
219,15,2020/4/29,1
266,16,2020/4/29,1
468,17,2020/4/29,1
