Num,Hour,Date,DateType
7,13,2020/2/15,2
6,14,2020/2/15,2
5,15,2020/2/15,2
5,16,2020/2/15,2
12,17,2020/2/15,2
10,18,2020/2/15,2
5,19,2020/2/15,2
5,20,2020/2/15,2
4,21,2020/2/15,2
2,22,2020/2/15,2
0,23,2020/2/15,2
3,6,2020/2/16,2
12,7,2020/2/16,2
11,8,2020/2/16,2
4,9,2020/2/16,2
4,10,2020/2/16,2
4,11,2020/2/16,2
10,12,2020/2/16,2
8,13,2020/2/16,2
6,14,2020/2/16,2
16,15,2020/2/16,2
7,16,2020/2/16,2
17,17,2020/2/16,2
8,18,2020/2/16,2
12,19,2020/2/16,2
4,20,2020/2/16,2
5,21,2020/2/16,2
0,22,2020/2/16,2
0,23,2020/2/16,2
6,6,2020/2/17,1
23,7,2020/2/17,1
14,8,2020/2/17,1
11,9,2020/2/17,1
11,10,2020/2/17,1
7,11,2020/2/17,1
7,12,2020/2/17,1
13,13,2020/2/17,1
9,14,2020/2/17,1
14,15,2020/2/17,1
8,16,2020/2/17,1
22,17,2020/2/17,1
17,18,2020/2/17,1
14,19,2020/2/17,1
4,20,2020/2/17,1
3,21,2020/2/17,1
1,22,2020/2/17,1
0,23,2020/2/17,1
4,6,2020/2/18,1
17,7,2020/2/18,1
22,8,2020/2/18,1
12,9,2020/2/18,1
7,10,2020/2/18,1
9,11,2020/2/18,1
6,12,2020/2/18,1
13,13,2020/2/18,1
11,14,2020/2/18,1
18,15,2020/2/18,1
7,16,2020/2/18,1
19,17,2020/2/18,1
15,18,2020/2/18,1
21,19,2020/2/18,1
8,20,2020/2/18,1
5,21,2020/2/18,1
0,22,2020/2/18,1
0,23,2020/2/18,1
2,6,2020/2/19,1
29,7,2020/2/19,1
14,8,2020/2/19,1
6,9,2020/2/19,1
9,10,2020/2/19,1
18,11,2020/2/19,1
5,12,2020/2/19,1
13,13,2020/2/19,1
11,14,2020/2/19,1
14,15,2020/2/19,1
11,16,2020/2/19,1
22,17,2020/2/19,1
18,18,2020/2/19,1
10,19,2020/2/19,1
6,20,2020/2/19,1
7,21,2020/2/19,1
1,22,2020/2/19,1
0,23,2020/2/19,1
7,6,2020/2/20,1
21,7,2020/2/20,1
22,8,2020/2/20,1
9,9,2020/2/20,1
9,10,2020/2/20,1
14,11,2020/2/20,1
11,12,2020/2/20,1
12,13,2020/2/20,1
8,14,2020/2/20,1
12,15,2020/2/20,1
20,16,2020/2/20,1
22,17,2020/2/20,1
21,18,2020/2/20,1
12,19,2020/2/20,1
3,20,2020/2/20,1
1,21,2020/2/20,1
1,22,2020/2/20,1
0,23,2020/2/20,1
6,6,2020/2/21,1
24,7,2020/2/21,1
20,8,2020/2/21,1
8,9,2020/2/21,1
6,10,2020/2/21,1
9,11,2020/2/21,1
8,12,2020/2/21,1
9,13,2020/2/21,1
16,14,2020/2/21,1
14,15,2020/2/21,1
16,16,2020/2/21,1
20,17,2020/2/21,1
15,18,2020/2/21,1
11,19,2020/2/21,1
7,20,2020/2/21,1
6,21,2020/2/21,1
1,22,2020/2/21,1
0,23,2020/2/21,1
5,6,2020/2/22,2
13,7,2020/2/22,2
16,8,2020/2/22,2
6,9,2020/2/22,2
7,10,2020/2/22,2
15,11,2020/2/22,2
10,12,2020/2/22,2
13,13,2020/2/22,2
14,14,2020/2/22,2
16,15,2020/2/22,2
10,16,2020/2/22,2
25,17,2020/2/22,2
15,18,2020/2/22,2
17,19,2020/2/22,2
10,20,2020/2/22,2
2,21,2020/2/22,2
3,22,2020/2/22,2
1,23,2020/2/22,2
4,6,2020/2/23,2
21,7,2020/2/23,2
14,8,2020/2/23,2
15,9,2020/2/23,2
3,10,2020/2/23,2
7,11,2020/2/23,2
12,12,2020/2/23,2
14,13,2020/2/23,2
11,14,2020/2/23,2
10,15,2020/2/23,2
16,16,2020/2/23,2
18,17,2020/2/23,2
15,18,2020/2/23,2
20,19,2020/2/23,2
12,20,2020/2/23,2
8,21,2020/2/23,2
2,22,2020/2/23,2
1,23,2020/2/23,2
6,6,2020/2/24,1
33,7,2020/2/24,1
24,8,2020/2/24,1
8,9,2020/2/24,1
13,10,2020/2/24,1
23,11,2020/2/24,1
9,12,2020/2/24,1
17,13,2020/2/24,1
12,14,2020/2/24,1
12,15,2020/2/24,1
12,16,2020/2/24,1
25,17,2020/2/24,1
31,18,2020/2/24,1
10,19,2020/2/24,1
15,20,2020/2/24,1
4,21,2020/2/24,1
2,22,2020/2/24,1
0,23,2020/2/24,1
6,6,2020/2/25,1
30,7,2020/2/25,1
29,8,2020/2/25,1
17,9,2020/2/25,1
13,10,2020/2/25,1
5,11,2020/2/25,1
16,12,2020/2/25,1
15,13,2020/2/25,1
12,14,2020/2/25,1
15,15,2020/2/25,1
23,16,2020/2/25,1
28,17,2020/2/25,1
34,18,2020/2/25,1
19,19,2020/2/25,1
11,20,2020/2/25,1
9,21,2020/2/25,1
2,22,2020/2/25,1
1,23,2020/2/25,1
10,6,2020/2/26,1
42,7,2020/2/26,1
28,8,2020/2/26,1
18,9,2020/2/26,1
10,10,2020/2/26,1
13,11,2020/2/26,1
17,12,2020/2/26,1
14,13,2020/2/26,1
14,14,2020/2/26,1
18,15,2020/2/26,1
27,16,2020/2/26,1
41,17,2020/2/26,1
46,18,2020/2/26,1
30,19,2020/2/26,1
12,20,2020/2/26,1
9,21,2020/2/26,1
3,22,2020/2/26,1
0,23,2020/2/26,1
8,6,2020/2/27,1
45,7,2020/2/27,1
40,8,2020/2/27,1
22,9,2020/2/27,1
16,10,2020/2/27,1
14,11,2020/2/27,1
20,12,2020/2/27,1
19,13,2020/2/27,1
13,14,2020/2/27,1
17,15,2020/2/27,1
26,16,2020/2/27,1
33,17,2020/2/27,1
34,18,2020/2/27,1
18,19,2020/2/27,1
10,20,2020/2/27,1
5,21,2020/2/27,1
3,22,2020/2/27,1
0,23,2020/2/27,1
5,6,2020/2/28,1
46,7,2020/2/28,1
40,8,2020/2/28,1
27,9,2020/2/28,1
18,10,2020/2/28,1
9,11,2020/2/28,1
16,12,2020/2/28,1
25,13,2020/2/28,1
23,14,2020/2/28,1
17,15,2020/2/28,1
24,16,2020/2/28,1
38,17,2020/2/28,1
54,18,2020/2/28,1
22,19,2020/2/28,1
16,20,2020/2/28,1
8,21,2020/2/28,1
2,22,2020/2/28,1
1,23,2020/2/28,1
3,6,2020/2/29,2
20,7,2020/2/29,2
28,8,2020/2/29,2
18,9,2020/2/29,2
14,10,2020/2/29,2
22,11,2020/2/29,2
13,12,2020/2/29,2
16,13,2020/2/29,2
21,14,2020/2/29,2
16,15,2020/2/29,2
29,16,2020/2/29,2
38,17,2020/2/29,2
36,18,2020/2/29,2
20,19,2020/2/29,2
5,20,2020/2/29,2
8,21,2020/2/29,2
1,22,2020/2/29,2
1,23,2020/2/29,2
