,0,1,2
168,17.847837015359357,8.838147275810465,7.76942378849643
85,15.218064612271688,4.887995438094059,5.369702779699663
2,3.5163608655877727,1.239906103286383,2.2343862200005664
4,0.6323529411764701,13.84072408606486,3.66678077267208
103,2.427068001991918,3.1708472068072435,2.505012293178519
145,2.244987413743435,2.412578730122184,1.8089309572720225
88,1.6241032998565252,13.594649037191573,9.522746266967383
94,3.9030429509769893,6.263923012811946,5.02998038797473
160,16.36897726120214,4.378736063356458,6.242315664011887
7,3.3812155881739736,2.7615836033460033,3.5792877973034187
6,2.251287376342642,0.5974025974025975,3.88967142994679
8,2.523571863316233,2.2880827909954102,1.9519006752805568
102,0,0,1.076009781149496
31,30.831121437232188,0.7211538461538458,6.93394238790066
72,14.509704444912424,8.755373003323504,8.95536229106049
116,0.43396226415094336,0,0.10075888321244467
129,17.519920381565978,24.643830910893087,29.397674320005656
47,36.07544808796882,36.41357483258792,34.07007855747995
60,2.4387969244685737,0,1.967429725178468
148,9.30328729348789,4.234568653587713,4.434116099602634
73,6.310530306041859,0.9466666666666654,2.25167750782543
23,38.73063493121452,35.245331792878254,24.397081506877537
56,31.92519103361807,14.099978724712066,16.506240358770103
115,66.46611571431589,54.891598981713834,43.31144253452345
63,27.691489178767398,122.87878314901734,47.09833019458495
114,28.31063062328124,13.01007796759408,14.445682272903305
135,11.922846419573291,7.55876206524268,11.35622389966511
87,5.814323402144106,11.168449642105292,12.148876402355475
84,19.754921478285176,8.690593569902475,6.590838182556611
111,1.790528233151173,5.959610884614884,3.571163701357767
