UserID,HomeLine,HomeStation,WorkLine,WorkStation
0309a5c3fc272c2bb21c3e1d44416b25,1,Sta122,1,Sta20
0310341b9f19032c4816cb66d38de8e9,2,Sta76,1,Sta63
03217dd42648406acb28120b7acf2bd9,2,Sta47,1,Sta46
0337af19be1b3e5717f0b7143a7b6add,2,Sta52,2,Sta9
033e022512834357afcc0c565dbf84b3,1,Sta114,1,Sta118
03423744d93fd954bf9c2ea26297ad38,3,Sta61,3,Sta67
034cac83f19dcceb0d46ef3c559a2d85,1,Sta63,1,Sta23
035aba0f5335ecb4e0789c40a483fef6,3,Sta67,3,Sta44
036cbba455994785cf9256986531d09b,1,Sta31,,
03882fab7c532710d03418cb1b7cd9b2,2,Sta129,1,Sta114
039c3fe570261d07521701f3e3e2d7ce,1,Sta146,1,Sta46
03addda617b6e8236a5b9a011c5f5261,1,Sta89,1,Sta17
03b5ce4213569be636836e03bf55b459,2,Sta151,3,Sta141
03c754ba4efeac7346b79e2497fd23ea,1,Sta162,1,Sta86
03da1b05d6dc719a42ad77df1714f714,1,Sta122,1,Sta20
03e8ddf5b0ae58decef21c049e5339ba,3,Sta121,,
03f43a937eedc6999f6fbbae35763f76,3,Sta143,3,Sta30
0400f6c6c2759da40859214bbdc4eb0c,1,Sta130,1,Sta63
0412ae8d700940f618be6cf30cb1b807,1,Sta80,2,Sta47
041fb627702f4550c0daac20c280a5e4,1,Sta108,1,Sta20
043d6f5e416d8de8ae676f517a0d771a,3,Sta126,,
044c28b9f230ec22d9cd901998684473,1,Sta93,1,Sta115
0455ce743156f63515615d2cdc213cee,1,Sta130,1,Sta107
0469eb751ea0d0e94c3ebc4a4c4ad1d2,3,Sta42,1,Sta87
049f0cdaa5113322c4bedf6c55d33dad,1,Sta157,1,Sta164
04a564ed6f053eabb1235a1ed6cf84fd,5,Sta54,5,Sta69
04b52d4fb7d4d801878e00d1829af816,4,Sta84,,
04c2b9640d6ccced9f43a7eab243252d,1,Sta115,1,Sta86
04c3c3966e2885c5e98d2efe27f6c34d,1,Sta136,5,Sta37
04c6be0d01c90c7b8c7d22d963ef971e,3,Sta67,3,Sta138
04eac23f5c37053c55c090a3309d8919,2,Sta76,1,Sta64
050282bf45c7eb9fd76e1b85f5ab2caa,3,Sta40,1,Sta108
050f63bac80a6f536a2f91d0a03277f5,1,Sta162,,
0530f8c70270b95dc2cca1de3ec555b4,3,Sta22,1,Sta20
054fdf23c78283a2636699a651b4d6fb,1,Sta149,,
056a43ddee1e6705091856d3d87038a2,2,Sta76,3,Sta142
056e2b98a36061a4de68bde9afd25eec,3,Sta126,,
05759200e03c17075c81ab7720756be1,4,Sta84,3,Sta142
05c1711b28fa8008127d7362a0874278,1,Sta122,3,Sta126
05cfb6a43c83671a11050c231989ff86,1,Sta114,1,Sta20
05ffc5244437bcff346e7703acb4611c,1,Sta106,1,Sta89
0614ecdd6b427b5d0b2a8c8e670bd9c1,3,Sta126,2,Sta9
0661f17a2c69203a1a8dc83212bf0765,2,Sta129,2,Sta81
067e166a73201e60097379d8eba2ddd1,1,Sta83,1,Sta63
0680e767744ab29d759f825bffe92362,1,Sta56,1,Sta83
06c1dd965b4d5d2d1bf19570cac1fe82,1,Sta118,5,Sta69
06cece5d292f37e98a8a515f4f00d185,5,Sta54,1,Sta86
06ceea0895b0ecb0c9d48ff0a3ce42ec,1,Sta107,3,Sta40
06f3d1a867a73800d8af28e2660b47dd,1,Sta108,,
06f4ea1ed41163e1faf116e00e09b432,1,Sta32,1,Sta72
06f58a987e25db22540c1ae88716099a,2,Sta78,3,Sta126
070473f98db1886ab2575789d507acf5,2,Sta127,3,Sta30
072ec1abe5bda19bab296cfe55505a8d,1,Sta28,1,Sta36
07508862f077c13aefd21909c62f9190,1,Sta55,1,Sta115
0764d0bedae3857cbd32b8428275aefb,2,Sta81,2,Sta68
076b109e1ef9fc29e4557e9a07653499,2,Sta105,2,Sta79
07945f325a9481b4d1a52fead4c8325c,1,Sta168,3,Sta142
07b12e4e573c8e5e34aed517557f9901,1,Sta162,,
07c063e3a75252cecf9094b16bf9b7c1,1,Sta20,1,Sta118
07c3284fb35b088b9f68923381f82db5,2,Sta139,2,Sta68
07d4807174e4d8d12da36567d8ffaf63,1,Sta122,1,Sta28
07d4b334f33864b72343177b783bfcf8,3,Sta161,3,Sta67
07e7cdb84300b20a02b9b0af57722be2,5,Sta132,3,Sta126
07ff408b98aa43ade0b08214144f7c7c,5,Sta54,5,Sta37
0800830b4a24fe8963403801f71b857e,2,Sta81,,
0808666ba72abc2dfb9bc3f36916a510,3,Sta100,,
080a0edc6a9fadf0a79017150c7bb23e,1,Sta56,5,Sta69
08165bbe795dfa439d0b38121c1f36ea,5,Sta132,1,Sta20
081c6cfb79abffeb7f476a6815a7666e,1,Sta73,1,Sta20
084bb9bb417656d447038ff514234b03,1,Sta83,1,Sta63
085a8c02dc54e2e9998045ca20150671,1,Sta55,2,Sta47
0866df1c517eed7550514c9cce618762,1,Sta83,1,Sta63
08a59d42fddf69cd52932e0e94c7c8d4,1,Sta28,1,Sta63
08e810f94a0748ae791c5c12434eaf5a,1,Sta89,1,Sta70
08e898315208bf9d33dedbc7e076bede,1,Sta149,1,Sta107
0915814b2a8b1397d846838a37ce6d9d,3,Sta100,3,Sta141
0929138438d284c21028e5cf2aa50e93,1,Sta28,1,Sta99
09372f36c4021f276291d4011c0c105f,1,Sta49,,
0937cff67c4777ef4f8114f3da407788,1,Sta146,3,Sta142
09826bb14c61fb841ca76b7fc34eca49,1,Sta95,2,Sta47
0988d257df776770508cf1a5c35f21a2,3,Sta113,3,Sta141
0990f8d4851ee4a37fc1e64d1ecbab98,3,Sta30,3,Sta126
09955fc9e4e61ce8c8af255358606c3f,1,Sta130,1,Sta63
09b6f12e7be2bea68485df14a5ce6313,3,Sta126,1,Sta23
09b835dc9b5364f352cf54800cce1b2a,1,Sta114,1,Sta20
09b99c649b643fad303d754f16d2bfc7,1,Sta162,1,Sta56
09d18870310738cef341099ff6bbe7a3,1,Sta159,3,Sta30
0a15f9e4caf6728dfc10cee31d00a3c2,1,Sta134,1,Sta94
0a279d17feae05117fb51ea9f00ccc39,1,Sta118,1,Sta20
0a3e6703ab6bdafc0f64ef025b1af4a0,3,Sta29,2,Sta9
0a5f94d3f334d0cca25b29bd04474d14,1,Sta15,1,Sta86
0a7c4d3083beebaea5cafdddd010cac4,1,Sta115,1,Sta162
0aab4cd318c1dfeae29169b20cfd5590,1,Sta160,1,Sta168
0b377c9df7e58268a4fbbd45bae97a07,3,Sta138,,
0b3b60b3918d05b6280b1f060423a06e,1,Sta23,5,Sta69
0b4c50028c860a984b7910aa568d8fcb,1,Sta28,3,Sta40
0b590d53740d8c46837ad6946df65ac3,1,Sta63,1,Sta115
0b61f7ef559a692bbc5e877919c526a1,3,Sta22,1,Sta20
0b64c63628466c10d782ea9e6b006b51,1,Sta55,1,Sta20
0b72bb29f74ab615f8b0235260126d7c,3,Sta61,1,Sta26
0b815f30bcf103bb2cf2d5750edc128c,1,Sta83,2,Sta53
0b928fc45ef8ebf562158fbd6b653139,2,Sta139,2,Sta127
0bd637097c07233569ed4e97901bd9d9,3,Sta66,3,Sta61
0be72c1b4a7a9d8bc88f81c58ce7b85f,2,Sta47,3,Sta67
0be878e5dacbe3412fe6ec0b13d0d4d6,1,Sta118,1,Sta23
0bed0f1211c322e1219b575692b7ead3,1,Sta17,1,Sta20
0bfe9d2eae53f503e2ec22158564a8b3,1,Sta122,1,Sta140
0c13e044e25bd9aff21d03e5b982c751,3,Sta39,3,Sta40
0c4053e581865b32780dc1091343d5af,1,Sta122,1,Sta20
0c40ca04202bb44690711484393af8c4,3,Sta121,1,Sta87
0c4a2bfdfb83d266c7d74cbd7a814085,1,Sta154,1,Sta107
0c5c3764411af47c5453bd494f7e5e40,1,Sta115,,
0c5cc8a266106bf99cfe229d2cfb35f6,1,Sta118,1,Sta86
0c7ce7b14c672ab8a29e82261f398d07,,,,
0c945c538cba0995e0b44f2ae8104fb4,1,Sta74,1,Sta63
0c9a103fd656b296a5d562e7ef4f7bd2,1,Sta120,1,Sta20
0ca7dcbd28798df27b69c2eac4e79b5b,5,Sta54,3,Sta41
0caed06ee146f189e82b8c562a36d600,1,Sta23,1,Sta46
0cb7838812c92356a96a448fb002f872,1,Sta49,3,Sta30
0cc1e0b795748669a1080e7ed2e82ea0,2,Sta123,,
0d1be3045522f3d48e8df9e2a3d7d752,5,Sta43,5,Sta54
0d201d4a9b903e25bf11de83776b749c,3,Sta12,3,Sta30
0d21dee497351113e8c3ac65a225ff5a,1,Sta72,3,Sta67
0d23bfa0fa047f5df158ad705717416d,1,Sta49,1,Sta89
0d2bc0bebb9e072603cc4f79e659afce,3,Sta30,3,Sta158
0d5dba12261a7c72b5c7161c35ba0a65,3,Sta144,,
0d5e904f973ba72f19bf12038876ca5b,1,Sta92,3,Sta126
0d65e55710e526705dee1e04737e5667,3,Sta41,,
0d68038e1df01eb14aea1d9299fe411d,4,Sta58,,
0d6b76b95f92f095ddb91b44824cd8f6,1,Sta168,1,Sta88
0d85b9727df85f25554142346c78e9e6,2,Sta139,1,Sta108
0d8b81fb027afc782386b4318fcc0506,1,Sta115,,
0d8d61bde8f1aad8dd9e98814777c542,1,Sta162,1,Sta157
0da64b88cd7127551492207b85ab97ae,1,Sta115,1,Sta23
0dbaf5410a0704d7d3700e6a078f58db,5,Sta132,,
0dbc3480c6349ca3c6a0e109f01de454,3,Sta121,1,Sta88
0dc40b656db46ea183d1385a6994b111,1,Sta93,3,Sta126
0dd9cb0a74d638b33230aa63adec99a6,1,Sta49,1,Sta65
0e0a4a9c66f395f72ef91678618a353b,,,,
0e0c95a3a21c897fe779403c7f1cf09e,1,Sta95,1,Sta115
0e16da67f6e3538312789bac31a7c279,3,Sta21,1,Sta148
0e24b0a08fede57dd275f4e999460c2f,1,Sta26,1,Sta17
0e41d8c700bc2def26b1776507d644c3,3,Sta138,,
0e4fd4cb6b37d302a8b05de47b128e58,,,1,Sta20
0e9cb07a6b4abc19f589aef3ea0a7544,1,Sta74,2,Sta48
0ea527d00b3325e6302764ee442ffdc5,1,Sta118,3,Sta126
0eb63427c0ad0356bef290e2135e78c1,1,Sta115,3,Sta126
0eb9d409cf8f762fb2b401c7e5358cc6,1,Sta1,1,Sta63
0ecb6ff046a7cd108b8a299c4b68b6b3,1,Sta149,1,Sta89
0edfdf71050b86a2ceada82a0c346976,1,Sta159,2,Sta79
0ee81d5787fa1bc70bfc20922358dc0d,3,Sta167,3,Sta40
0f12a0557ffb1763302722afcaf4c228,1,Sta146,2,Sta81
0f3134371cdd620b23c19fb667dfe12e,1,Sta93,1,Sta107
0f351e300b6c9fe13691e835632b9cd1,1,Sta168,1,Sta134
0f37a84d36056f20ac64cfc4f9bb1381,3,Sta30,1,Sta23
0f39fb74eeaf1870e033fae15f77c5f5,1,Sta101,,
0f3c1074218c1860415b6295e4742e03,1,Sta23,,
0f4067f593d3130df8dc40a585260883,5,Sta37,5,Sta69
0f51dab5b6277b9980fcb82f68d83f14,3,Sta167,,
0f5608511682ac2ee07a687ca8d3bc0c,1,Sta108,1,Sta115
0f7261833ab7c77929e11a1973bf82a0,2,Sta76,3,Sta67
0f767630d0fa0bdcac521c2134bd122a,1,Sta89,1,Sta99
0f779eae550ce05ccf6d89f76438692b,3,Sta67,1,Sta108
0fb44ebddea64a2c08d03951cbd49489,1,Sta26,1,Sta72
0fbe3cd7d9312dd118ee19c576e54b97,3,Sta12,1,Sta90
0fdefa8185b34c66f7fef7b9192b5726,1,Sta118,3,Sta40
0ff51e3a943301abb26111a051b10c31,3,Sta119,3,Sta21
10077f0ae604d6e040522ce87684aac9,3,Sta121,1,Sta91
10148269ad6bbc1a7fe56c86f79059f8,3,Sta39,3,Sta126
10223f62c958fa1184bafc482af45fc9,5,Sta54,5,Sta132
1025c0df2c8279b3f681a0d17df52201,3,Sta40,3,Sta126
102df9cd774e046dd942b74491d7a5c2,1,Sta63,3,Sta126
1049ddc201c4aea236b778e8310cf9c8,3,Sta29,,
1057cef75eeb5a5ecc28c226138ed5b4,5,Sta37,1,Sta20
1074101db8c8d6b3d76f9f90ee8b4af6,3,Sta144,2,Sta123
1095624e3e08c680e4466c0e0e47d678,1,Sta118,1,Sta20
10b2b7a93bb3f8972ebf64228baa4db5,,,,
10b60d409a1ea10f0f2eca5669009e32,3,Sta40,3,Sta141
10c9e15072ae3bf15835a72fc8ccf658,3,Sta29,3,Sta126
1115c8a01341949b31a3a75ce7a46fc3,2,Sta51,2,Sta81
115b3982fc006b400e2927b5c47e64e1,1,Sta115,,
117eff615f577d15354aedd00a1e9c76,2,Sta163,2,Sta127
118ce3425d50f8bb92fbb762d9776fdc,1,Sta89,1,Sta111
11ac3ec305b0b749c6445b8c9bad613e,1,Sta87,1,Sta101
11c2b318bfc4876f3d07293aff0d1ae9,1,Sta162,3,Sta142
11d8928fc404cb9c2ef0cb3b731fb347,3,Sta121,1,Sta87
11db77975ba7b6d864eaa96cfa95c310,1,Sta72,3,Sta138
1200d2c30e2bc872cda3ce769fbde1dc,1,Sta115,3,Sta40
1208338ef154a84d27b60a63c15fa0a2,3,Sta42,1,Sta63
1231c519b926fa104eaf0f00dd3b9eef,1,Sta149,1,Sta65
1233f804c67ed74f04e506c49a112296,1,Sta154,1,Sta107
12357267ccd69b5aece772d75b186771,2,Sta48,,
1239f3d6d06469657b1f4900c5bf2819,3,Sta138,,
12613821a647d8ceefc5caaa900ff17f,1,Sta120,1,Sta25
126e01eb25920f05d49bc42451ab6aa2,1,Sta154,1,Sta89
1296fd1467c3b58c3aa1f77eefa45acc,1,Sta70,1,Sta20
12cacce9265428f3de497085b6b9a0f6,3,Sta119,3,Sta126
12d69a77ca47da78caa9b13415fc9baf,1,Sta65,1,Sta107
12df3af1a1b5268cd03f2ae9658ebe9a,3,Sta61,3,Sta144
12f10d7240e357147e388d876002ab40,1,Sta23,,
12f84b6ff7fb0d7598af9e7e997254dc,1,Sta15,1,Sta114
130983584cc21d78e4580d133ae4f4ba,3,Sta61,3,Sta100
131a62a9b8f794f68b95226e71cf2169,1,Sta95,1,Sta20
133c29fe2c3e13b2389506cb09e7a917,1,Sta92,1,Sta63
137e23325dc37cbcf2bfc4a8e5ccf1a8,1,Sta97,1,Sta89
137ef15429ac3a3b1022a455c1222954,1,Sta118,1,Sta20
1396b7afc9251710e9c0084447e1c769,4,Sta38,4,Sta165
139c7cc5f31898ca89b737d483f33dbb,1,Sta80,,
139c97c42e31100cba230135a441c48c,3,Sta42,,
13af674610b3867b17fddaaae83153e3,2,Sta68,1,Sta115
13c3cbbad803a595067f5c372c664de2,,,,
13d70563b88db0e477a57eb30388b1de,3,Sta30,1,Sta63
13d791cf19e3d63879c137962da3c1f0,3,Sta22,3,Sta126
13e1588a76fdfc9f9b5540ab71228dcd,1,Sta32,1,Sta63
13e93ffb10cc09e3966ba98660797c4a,1,Sta122,3,Sta40
13fa3decd670cdf8e34fff02b6faaf12,5,Sta37,5,Sta43
141582583f4c0106279ea8c0b42948db,1,Sta148,3,Sta161
141c777974d9edf83df47527bd63b941,3,Sta30,3,Sta67
142601d718acba7274551403de295fa1,,,1,Sta90
147e5eb89863fdf77738ad0b360bae2a,1,Sta154,1,Sta65
14982d93c9a642bc2a87b750711a23c8,1,Sta146,1,Sta72
14a036c88ade7a50371b8a1dd0574676,3,Sta42,3,Sta117
14c4e6c5a2a67ac9bfa3a27241e6cbe6,1,Sta17,,
14d6cead15f594fdf65c4bf39fdab091,2,Sta47,1,Sta86
14dd1315ec795c1bd5570fcf7a6ff9d2,1,Sta162,,
1506694d76ac68c840b4375c45050cf7,2,Sta105,2,Sta81
150816ce617e335031d5cfe966095614,1,Sta157,1,Sta94
151e5461f5c50378bf833daab8d5bc40,3,Sta29,1,Sta46
15206c84d3aab6c7f7e80e5c71a96f73,3,Sta126,3,Sta30
152a5eb3ea2cf20a567a37e27da60fcb,4,Sta165,,
154e7fe59f780870b9df5e3ce81ee9a1,1,Sta130,1,Sta63
1554166b46d44bce179ddebb93eb88bb,3,Sta12,3,Sta126
15564c0dca0fd5f8a0b6c3626d725679,2,Sta47,2,Sta9
155697fceb0b39cddce75dca45766bff,1,Sta99,1,Sta86
156cbc429c42985dee5556b52565f95f,1,Sta49,2,Sta47
1585088521a7e366a945244934280247,1,Sta70,,
15cb73a519cacd41bf8a974bc8fd308d,1,Sta17,3,Sta142
15e6f03dafab914267f99a76ec1765a2,5,Sta43,1,Sta23
15f2a7155c89fa684d5febd2e2f264f7,1,Sta157,1,Sta26
1602842ddb693fc5c672114978c8c56a,3,Sta39,,
1615065d8adcc331e078c607b4283da7,1,Sta87,1,Sta152
161ff77672d86576f2fdc20155ebd4b7,1,Sta55,,
1627dcd56d4c10eaa350e60cb0ab28a6,3,Sta161,3,Sta30
163aad8c5736acf5932facb85401cb92,1,Sta157,1,Sta168
1647d47c516e9bb1a908577ff324752d,1,Sta115,,
168b0fc86e3a0424ef08c618ff8600b4,1,Sta118,3,Sta126
16a17cd32ae5c7fd4bcad8349d226d65,1,Sta1,1,Sta115
16a54de53144357eaf591685caed0802,1,Sta70,1,Sta114
16ed214e770b0b4c447c9bb16070e4f9,2,Sta47,1,Sta108
171ba8189aa1a75ff4af92cf232fdebb,3,Sta138,3,Sta39
171efa9300b8dee75da57ac6f80bd9a8,1,Sta56,3,Sta126
173f753f6029fba7bc21ae207e1b9a16,1,Sta15,1,Sta20
1747bc4d0c225349403e8fa1e7461ded,1,Sta1,1,Sta15
174d3b7d8a76bc017327cf0676c7a3e1,3,Sta126,3,Sta131
176a9f96d2d21a1f3eb47dc169f93198,3,Sta41,,
176c1e1ec35d316e9c966098303d5461,4,Sta59,5,Sta69
17810eb25d5da7841b919376aa1553b1,,,,
1781cb57448b662d3e17cdb6f02c02b4,5,Sta37,5,Sta69
178ebd00c6d256306143a42462d8a594,1,Sta168,1,Sta85
1799d3156ac7359a2f1dc0fa61318132,1,Sta146,1,Sta34
17afd3fbc20e9986d27936c83b2d0209,1,Sta56,1,Sta20
17b0b87279aa3890c653ec3f573db678,1,Sta99,1,Sta70
17e923dca2fdc94b01eb89e362d777fc,3,Sta126,3,Sta40
17ef49addf3efbda59d8da51109f9836,1,Sta23,1,Sta46
17f95e6438596ce8b77ae6a6cbdfdee4,3,Sta41,2,Sta57
180a2e0d803b4a837c9ee83f3e48d26c,1,Sta122,,
1814922d4b6df2cbafd40e72bf929835,3,Sta42,3,Sta100
181a71d8ae5d338c5183ec19cb311470,1,Sta56,1,Sta86
1820d367ef6098053f4884b2e2fa1081,1,Sta17,3,Sta126
18b53b16f1a51dfc73a19530c61cb0c9,2,Sta68,2,Sta123
18e0c00eef3c6534cf191ef02e96fc3c,1,Sta63,,
18feab275be76538d8a209ca39fc1e90,5,Sta132,1,Sta115
190ffc22a7d14b8be810cc44ecdceaba,1,Sta106,1,Sta34
19142a7930baebacee87f69690d47372,3,Sta67,1,Sta120
194de95c7a4d40a15041c76bdfb48c75,1,Sta70,1,Sta90
195b4e89b8306a9ad29ef07121841717,1,Sta162,,
195e1a915414901333badeb116f86c76,,,1,Sta152
197b0532c2a8b5d26cb094910bf7e40e,1,Sta120,1,Sta63
19be48c031965a661309d6cf7f6aa941,1,Sta108,1,Sta63
19edce6293a2da6e4aa9ed7300e1012a,1,Sta162,5,Sta69
1a169397b86b8baad68ea47bb907b496,1,Sta118,3,Sta126
1a36d80c88153967be67437659b41083,,,1,Sta23
1a492ee6fb9e23fb7b08dcaba3b3066a,1,Sta89,,
1a8a752d77bdf1e5b59c071920c1f25f,1,Sta23,1,Sta89
1ac28c1b092759370fd09d97c9cbf2d6,1,Sta31,3,Sta67
1ac575d7357aa1635a5792a9cb49d958,1,Sta83,1,Sta108
1adbe641ddbc53a450df2dc14e4ae9af,2,Sta53,2,Sta9
1af6471919c32c4c4af7d9aa0e22fb70,3,Sta144,1,Sta95
1b3065bcbe71748043f38c8447ac02d2,3,Sta67,1,Sta108
1b3caa5d8a8a06a18d678a22f8012265,2,Sta52,1,Sta111
1b6224a053d4f82e297cf05dd7ff454d,,,,
1b84a69153577866a4fd0644c3a3e3b9,3,Sta156,5,Sta69
1b96e93812afb528345ea733a40daf4c,1,Sta107,1,Sta90
1b9cb20474ddd6c763f78c7140eef36b,1,Sta80,,
1be41a18794eeb7352c4188375d003de,1,Sta49,1,Sta65
1bf8f2569b0ab9d3ca74533178729b6b,3,Sta40,3,Sta126
1c0e38d5fbc6dd1c5f5f71e7e518460d,3,Sta67,,
1c0fd4ac4248d0ba49808d9f830bb2b7,1,Sta31,1,Sta108
1c4a61857c05420b394cf33277f1948d,1,Sta26,,
1c5b538fe5770cb06d440dc8d729d9cc,2,Sta78,,
1c7197b0a3b4ac65f23a34402cbf039b,1,Sta97,1,Sta74
1c736d556629c9eecc27a7d96b9d36b0,1,Sta92,1,Sta108
1c9e2f048fc2f7e45d5943dc79b14a87,3,Sta50,1,Sta1
1caec6496a48088f749a18a8bc16b2ba,,,,
1cbb77d5d8fdd62096bcc4dc355e92c1,1,Sta108,1,Sta63
1cde7aadc348853045b01679b983797a,1,Sta83,3,Sta126
1d24d2c6c81c841f37c219a22c4656f9,2,Sta105,3,Sta41
1d4d6d7edee1c7271c15947ced27a347,3,Sta131,1,Sta108
1d8177b2c3fb5beb1e9b6cbdb7f2828f,1,Sta97,3,Sta40
1d899daa8a8e394c351f5cc637a5befd,1,Sta118,,
1db306a0b30adb5b959419d65ebc4815,1,Sta146,3,Sta126
1e00109e7606d2963a0f9b878ca0ad4b,3,Sta40,3,Sta67
1e0fe540180e012dad685e6f5304fb8b,1,Sta120,1,Sta150
1e3710e40485529a09517d9208422b6b,1,Sta134,3,Sta126
1e5840d30fdbf071fa764ed7379e608e,3,Sta61,,
1e60dbbbf5a68f7e45588adaae9edfcc,1,Sta122,,
1e710892db5c5ee417313e7f4a94fd47,1,Sta146,1,Sta34
1e82fc41c2499ae8380f4f3a7b29fa2a,1,Sta63,1,Sta168
1e957b942eaf2b9b5f47105738658045,3,Sta67,3,Sta141
1eaa1fe88fcbcaf664a952680b9e30d0,1,Sta94,1,Sta160
1ebcd25a1735433271aeddb4df0c4f08,1,Sta160,1,Sta87
1f25d15c712f92e2ba4d7ee18b3e7b8c,1,Sta166,1,Sta63
1f382dbc06f089752224a554f1f4ee79,3,Sta22,3,Sta156
1f52f2a8bf4de3670e3fe9f710b43e83,3,Sta117,1,Sta134
1f577e09e4a61f1b8469e6728ee9b982,2,Sta27,2,Sta127
1f6712dd56f8ee1de1face337db77786,,,,
1f6ad3b1e1664198ca3df2d0cc695e67,1,Sta95,1,Sta90
1f72edd80de8cc2f3218858be49de54d,1,Sta122,1,Sta13
1f82241cb3553b8e29e9e17b1edf94fa,2,Sta47,3,Sta67
1f897c6adf9fdc40e076c1e1cd2e7feb,3,Sta100,,
1f9f13b2f661656e68cd968cbeb034d2,,,,
1faf33d6fb89cb74649551ea6ca5f876,1,Sta149,,
1fb91525e64d7afe325d547049fde750,1,Sta85,1,Sta115
1fc943820b87b6c0e7c944d3667f1f38,4,Sta84,4,Sta59
1fe5170661c782ba452623a5abe7a507,2,Sta47,,
200f9306716ec990a7e9ba5916cd31d1,1,Sta115,1,Sta108
2011a56be4b55211ca7f1d8a4b6c9b23,1,Sta1,1,Sta25
201357dff277a349838348e0f582ba31,4,Sta59,,
202da71d339b4e1794d15b22e39ed0ea,1,Sta149,1,Sta49
20b8c2e41dce3c199dcf16d80cdc38c0,5,Sta54,3,Sta40
20c95a95667050576fe6378f4a193faa,2,Sta151,2,Sta127
20f88b912959921db94054e56dbd94ba,1,Sta146,3,Sta126
2101f77bd14f4b6ead31686efd4c9ce1,1,Sta107,1,Sta63
210c7a864152557fc2dc7778ccbe2d57,1,Sta49,1,Sta108
2121795dd8a5ac2365578a79b06624de,5,Sta54,,
213d9482adf9077ab7a129f8080b6b4f,1,Sta160,1,Sta94
215d7c8bda014fc4960c30978534579a,5,Sta54,3,Sta67
21611d558311f447f52e5d32228125b7,1,Sta1,5,Sta69
2165052e5fb0a0823d7b5abdcae23bea,1,Sta25,1,Sta63
21a57d2fc98313c2cd9b81dd8a63d6e0,1,Sta137,1,Sta115
21a910d0f281c110f5d626561bef7c96,1,Sta23,1,Sta20
21ae60cb10da0c53ab261e3e66d012b3,3,Sta67,3,Sta126
22292e6a70187ac98dd0516c29d01825,1,Sta34,1,Sta89
222a14e26033cc0c103ed9e2ad12226a,3,Sta30,1,Sta86
223067af5c63a7718976a3ee9d883581,1,Sta122,1,Sta56
2233dc0137b1fbf1f686cc1271a7b25e,1,Sta106,1,Sta89
223f7e289dd7748c2d18fe67aad706ce,1,Sta118,1,Sta20
22986d9afc37853ebe495cc529f5dc6d,3,Sta29,,
22aeaafb62238b1531dbaf549d0e636d,3,Sta35,3,Sta44
22c35805311537b22791d47d2d9e2c2d,3,Sta167,,
22dc72738897849dd6ff531fe6cb1343,2,Sta47,,
22e61666c80497a7275c36d22d67ce4c,1,Sta108,1,Sta107
22f376d20985aa129df7e2d70eacb293,1,Sta107,1,Sta46
